Snoring Range,Respiration Rate,Body Temperature,Limb Movment Rate,Blood Oxygen,Eye Movement,Number Of Hours Sleep,Heart Rate,Stress Level
56,21,92.59243304682013,6,93,102,7,56,0
51,16,86.42952729807925,6,94,102,9,50,0
62,28,94.36242069147335,6,95,73,9,58,0
59,16,94.2782297524708,6,92,103,10,62,0
62,19,87.55315175677967,7,92,94,10,62,0
48,17,92.65879732918548,5,95,65,10,62,0
68,26,86.47771486687091,6,95,95,10,63,0
51,21,92.00711259693435,4,96,87,10,61,0
57,29,98.85961411430934,7,96,60,10,59,0
49,17,87.48024323342237,5,94,98,7,52,0
63,20,85.76969248136301,4,95,74,10,57,0
54,16,89.5353743622186,4,96,75,7,56,0
52,20,93.05346178986323,6,92,90,9,57,0
51,18,96.71300688252742,6,95,83,10,59,0
68,17,98.56482468678456,5,96,71,8,58,0
45,18,85.68488927708874,6,93,92,10,53,0
54,27,94.66489739643376,4,93,67,10,54,0
46,26,90.92798094968016,5,96,75,7,59,0
61,22,88.13561806091963,7,92,69,10,54,0
49,23,87.13145262270089,5,93,76,7,61,0
53,28,91.49400623453705,7,95,69,9,63,0
61,18,90.77956315977626,5,96,86,8,63,0
57,20,92.99106147091899,6,96,92,8,53,0
45,19,93.93687781142427,5,96,95,7,58,0
51,16,85.24659719728113,4,95,98,7,55,0
62,20,93.27811341856305,4,96,98,9,62,0
61,22,90.18299137068135,5,95,80,10,53,0
63,19,96.48531565655557,5,96,104,8,53,0
69,18,94.4689670457322,7,92,89,9,59,0
53,18,97.37907824324574,5,94,97,7,53,0
60,27,90.51713013608828,5,93,104,9,60,0
62,29,86.80011425835094,5,94,66,9,64,0
47,26,98.526682954716,5,92,99,7,62,0
62,29,87.03021085797256,6,96,100,8,62,0
60,28,89.3886769477586,7,94,91,10,55,0
56,21,85.89685036839555,4,92,60,8,50,0
48,26,94.67361727629594,4,96,64,9,63,0
61,28,89.22305048047447,5,92,95,8,52,0
63,17,93.99799009213612,6,94,71,7,57,0
58,26,87.01975244842357,7,92,72,9,64,0
47,20,96.597909292249,4,96,77,10,62,0
52,21,89.51131014998995,7,92,75,9,63,0
49,21,90.95533525157833,7,92,61,9,55,0
47,18,89.52086861080853,6,93,94,10,58,0
66,23,90.30974192852943,7,95,67,8,57,0
58,19,85.22666992250127,4,95,88,7,63,0
65,20,86.05667718788636,4,94,66,7,59,0
48,18,88.70755969710532,4,93,97,9,58,0
56,18,94.13634087194279,5,94,86,7,59,0
49,19,92.19029336153365,6,96,73,8,57,0
56,21,91.05894313321255,4,95,75,7,55,0
62,20,92.66607288597608,4,92,104,7,50,0
48,18,85.0920049669329,7,96,66,7,57,0
64,20,97.29134278457924,7,95,77,7,64,0
69,21,85.61939591390603,7,92,76,8,53,0
59,17,85.19044066912573,4,92,86,8,64,0
68,18,95.90453023413819,5,96,102,9,59,0
67,17,93.27453427590335,7,92,94,8,58,0
45,26,88.26397348405783,4,95,85,10,60,0
61,22,88.9696984528045,4,92,88,10,59,0
46,22,86.70790857764378,7,95,86,10,60,0
57,18,89.51785724980326,6,95,71,10,53,0
50,28,93.51132070075492,5,93,82,7,61,0
51,25,92.41340324028377,5,94,77,7,53,0
58,18,96.43282892976032,6,93,90,8,53,0
48,22,92.22406699961338,4,92,68,7,59,0
47,28,89.33047255392131,7,92,93,10,53,0
64,16,92.26978311808575,7,92,68,9,52,0
60,19,98.58914581770546,6,92,74,7,55,0
56,29,90.99040225210288,6,95,94,10,60,0
66,17,90.43924034522973,5,93,87,10,60,0
50,25,89.49346589158579,6,95,64,10,50,0
56,27,85.97376885686008,6,96,100,9,52,0
65,23,90.6491935254668,4,94,62,10,57,0
46,18,96.54449252045927,7,96,85,9,57,0
63,22,87.0634973200646,7,92,78,7,54,0
69,27,86.1030849385436,6,96,97,8,64,0
50,18,90.53660603644687,4,93,72,10,52,0
68,22,93.70291785002053,7,93,104,9,50,0
57,28,87.85090793036679,6,92,104,9,51,0
54,20,90.57982187434747,5,96,77,7,60,0
53,29,93.22848319282036,4,93,60,8,52,0
48,19,90.0087545251682,6,95,85,10,61,0
56,19,86.7414039388472,6,95,73,7,63,0
50,20,95.88490190063688,7,93,69,10,59,0
65,22,97.88777849332408,4,93,64,10,53,0
50,29,93.12269735525906,7,96,102,9,56,0
59,19,96.72820922843702,4,93,91,10,61,0
61,20,89.78577126074971,4,96,96,8,53,0
49,17,94.75728846205723,6,95,93,10,57,0
47,20,88.92321837304401,5,94,84,7,62,0
64,22,96.91527932554749,6,96,65,7,57,0
50,21,91.69088630013825,5,95,75,8,58,0
57,21,90.96629765939858,7,92,90,9,58,0
59,20,94.53721898837385,7,96,69,7,61,0
64,23,91.45522140906657,7,95,74,9,53,0
49,28,98.54914722646778,6,94,100,7,55,0
50,21,94.28325930953999,7,94,68,8,57,0
53,23,85.61087410098786,7,96,79,7,60,0
68,25,88.91227478236355,7,92,99,10,52,0
63,21,86.41601773421966,5,94,99,8,55,0
59,29,97.52572821400696,7,96,104,7,62,0
54,19,93.84218764232051,5,96,80,7,57,0
54,26,94.48978687896413,5,96,81,7,57,0
49,19,91.73256937368843,7,94,90,8,57,0
47,17,93.37476890057097,5,92,63,10,60,0
66,23,89.57996669875466,4,93,104,8,52,0
66,16,94.02726268950425,6,94,76,7,61,0
59,17,91.54983322521973,7,93,65,7,50,0
69,19,93.07685960358009,5,94,89,9,64,0
50,22,87.15820914855523,5,93,81,8,52,0
55,26,86.22286644023399,7,94,78,7,53,0
54,29,97.6033078243018,4,92,96,7,58,0
66,20,92.89557148946447,6,94,103,8,50,0
50,25,93.46215588046468,4,96,88,9,64,0
65,22,85.36801583295778,5,93,96,8,52,0
65,21,88.81842194002779,6,95,64,7,59,0
61,16,85.76891710155422,6,96,82,8,50,0
58,19,97.924730592686,5,92,103,9,56,0
68,19,95.16794460768362,4,96,97,7,56,0
53,17,92.96068888803383,5,93,77,10,55,0
46,17,87.756630602987,4,96,73,9,61,0
45,21,96.53594554164117,6,93,94,10,56,0
58,18,94.44859188712644,6,95,102,8,59,0
66,27,90.04017736069711,7,93,81,10,51,0
62,25,87.61765398534475,4,96,87,7,58,0
56,21,89.3494051505129,7,95,104,10,54,0
61,19,89.26362194408702,6,94,85,9,63,0
62,16,86.36167091100448,4,93,87,8,56,0
67,17,93.13963393898106,6,93,62,7,61,0
45,24,91.1797682518662,4,93,73,10,62,0
67,24,86.24861735809263,4,93,88,10,55,0
59,18,97.28294444813304,4,93,71,7,52,0
56,23,96.53921040417941,7,96,92,9,50,0
65,20,92.15845718390119,4,93,80,10,61,0
61,21,97.93595166173115,4,95,65,10,55,0
45,19,98.12329271012533,4,96,73,7,56,0
66,27,93.46829903714311,5,96,92,10,57,0
62,21,91.82735634743642,5,93,61,10,51,0
58,21,96.78496456930299,6,96,70,10,55,0
49,20,96.92476312841116,7,95,103,7,52,0
68,28,98.65274459512524,6,96,71,7,57,0
52,16,89.5038048703122,7,96,62,8,55,0
54,16,91.0903197285488,4,93,69,8,50,0
65,28,88.9685992515442,5,96,77,9,50,0
61,25,86.66803246331123,6,94,80,10,50,0
67,16,96.60524197863587,4,96,91,8,62,0
56,25,98.25971218109476,7,95,75,9,58,0
68,23,88.9153441971094,6,94,87,9,59,0
54,27,95.17537006365114,7,94,101,10,55,0
48,21,94.45262802394916,4,95,102,8,63,0
49,29,98.60727160675565,7,93,81,9,50,0
50,23,96.58960437350686,7,93,62,9,50,0
45,25,86.77191512578237,6,93,79,8,57,0
45,26,93.70808891099973,7,92,89,7,51,0
56,21,96.29881595943887,6,96,83,10,56,0
67,27,87.84772337855412,4,96,93,9,52,0
45,16,91.13801110269513,4,93,94,7,62,0
54,24,87.472929710116,4,95,61,8,53,0
58,17,85.57218350498137,5,93,79,8,64,0
69,28,97.62500962440147,4,96,86,7,60,0
51,22,93.83287634444522,7,96,86,10,53,0
57,26,86.67755819890509,4,94,74,8,55,0
54,20,90.78584841367939,7,93,76,10,59,0
54,24,96.97263399916486,5,95,103,7,57,0
62,26,89.71759664800216,5,95,63,8,62,0
55,23,86.87507532067407,4,96,65,10,51,0
61,28,92.64517832958333,4,93,78,10,54,0
68,21,92.08875901669447,6,94,101,9,61,0
68,28,91.19705761544756,5,95,84,7,51,0
59,27,98.59344613589526,4,94,64,9,58,0
62,25,94.24543135131552,4,93,94,8,50,0
54,16,86.9757117080804,6,95,88,8,61,0
58,21,96.26215750322359,4,95,62,8,54,0
63,28,87.65625984674197,5,94,66,10,55,0
57,20,97.86875492352884,7,96,88,10,56,0
69,19,85.0556795215643,7,93,84,7,55,0
56,24,85.5370704173715,7,92,103,9,51,0
62,18,98.09628407766917,4,96,91,8,51,0
60,19,88.8539702748561,4,92,97,10,63,0
65,23,86.01101396129906,6,93,102,10,52,0
52,25,92.18539341892006,5,94,89,7,51,0
53,20,89.85109176395102,5,96,64,8,51,0
62,27,97.03433757908455,6,93,89,10,53,0
56,27,89.32760829233607,6,93,61,9,54,0
64,28,92.53016576156956,4,94,91,9,62,0
57,18,86.06656620424,4,96,85,9,52,0
59,25,95.08012108737552,4,94,72,10,64,0
58,27,92.02701977844193,7,93,72,7,54,0
64,16,94.01590370563603,5,93,88,8,58,0
55,19,95.65130050492401,4,93,102,8,53,0
55,19,98.20071049700695,4,94,90,7,62,0
46,20,97.21567337993802,5,94,95,9,50,0
60,25,88.78189432320767,6,95,75,9,54,0
65,17,97.15846447580034,5,95,97,8,50,0
64,20,91.86372609313126,7,93,75,8,55,0
64,23,93.94607382911333,4,94,60,10,62,0
66,25,88.83295904829671,4,94,81,7,54,0
55,27,95.97196455292712,4,93,75,10,60,0
47,23,85.0365416613564,7,92,63,9,63,0
56,17,93.28525190615747,7,92,99,7,61,0
64,16,92.86252347963712,6,93,73,7,59,0
51,23,92.20340187622168,4,95,93,7,59,0
54,21,86.20626831526974,4,96,87,9,51,0
61,29,95.46062318942968,6,94,100,10,58,0
59,21,88.51789100095529,7,94,99,9,52,0
55,25,90.29125291525222,5,92,103,9,53,0
49,29,96.30736458395899,6,95,98,9,55,0
69,16,89.30289831858289,6,93,76,8,55,0
54,29,95.85983238681696,6,95,72,9,60,0
61,28,85.98084512803158,7,95,68,7,55,0
49,25,98.44584068902546,4,94,80,8,58,0
53,24,91.64163437970826,7,93,82,9,60,0
58,26,92.06264567680223,4,95,66,7,63,0
60,25,93.12095461395556,4,96,89,7,52,0
65,18,98.5745692361776,5,93,70,10,52,0
49,25,94.22359260338871,4,96,63,8,58,0
64,29,92.00440382538893,6,94,62,8,57,0
46,22,90.04529907753387,7,93,73,7,60,0
50,20,93.77987158846254,4,94,75,9,61,0
56,29,91.67068267467972,6,93,103,10,55,0
58,21,88.23231434941366,7,96,90,9,62,0
53,18,85.93962212815579,5,92,71,8,56,0
67,22,95.3842290807298,6,95,89,8,50,0
58,21,95.84429305195776,5,93,99,8,59,0
58,22,97.09705151877253,7,92,92,8,50,0
59,26,92.80360681705685,4,95,102,10,60,0
59,18,97.0315587556708,6,95,80,10,52,0
60,16,86.09024594967586,7,95,75,8,56,0
46,22,96.68111311308553,5,93,82,7,62,0
52,28,92.57774954165504,6,92,91,8,53,0
51,24,86.53767465701212,7,94,64,7,57,0
46,17,89.93551350756528,6,96,95,9,54,0
50,29,87.02911719424384,5,95,70,10,57,0
54,21,92.58270801444903,6,93,87,7,61,0
55,23,90.14143838663578,7,94,64,10,58,0
46,19,89.93685542382117,7,94,102,7,60,0
59,24,94.06165633987158,4,94,100,10,60,0
51,29,97.58235226253323,4,92,62,8,62,0
65,20,98.35181990415154,7,96,89,9,64,0
69,27,92.04488725173049,6,92,104,7,63,0
46,22,87.48793738171108,4,94,101,9,60,0
58,18,97.75941903187676,6,96,82,8,53,0
61,27,98.86597453547685,5,93,99,8,57,0
49,23,91.87069897710197,7,96,62,8,56,0
50,17,89.2131865556549,7,93,98,7,57,0
62,19,85.1656730006361,6,93,83,8,64,0
57,19,94.34394208848897,6,94,85,9,58,0
60,23,92.81798576531209,5,93,72,9,56,0
47,20,90.22942888379649,6,95,80,7,50,0
57,17,91.66448980552379,6,92,77,10,62,0
46,19,96.71587091541019,5,94,80,9,61,0
48,28,96.68134051828355,7,92,87,10,55,0
57,16,86.62005158508671,4,92,95,9,60,0
52,24,90.84529684988614,5,95,67,10,53,0
67,18,93.80924225804341,7,94,91,9,57,0
63,23,91.33011983005002,5,94,93,9,60,0
60,28,98.44960853579727,4,93,81,8,62,0
61,21,98.09972720531651,6,93,64,7,50,0
49,23,90.55768745231944,6,95,70,8,61,0
64,26,88.19092533647867,4,93,70,10,59,0
62,16,97.40901465261013,7,94,78,10,54,0
60,24,92.20454515798447,5,96,63,7,58,0
57,20,98.19882418957135,4,92,66,9,59,0
48,19,91.48826425875927,5,92,71,8,53,0
68,20,92.56615530021462,5,96,90,9,63,0
58,19,93.0308662944533,4,94,60,10,51,0
67,26,97.00728224905627,5,96,73,8,52,0
63,26,92.11944313549235,7,95,86,9,50,0
63,21,86.47427955002955,5,96,71,7,60,0
69,25,88.09046491403276,7,94,65,7,56,0
64,28,90.95321106385182,5,94,60,8,59,0
69,20,85.82044851657568,5,94,95,7,56,0
49,20,86.68973259550958,4,93,62,7,60,0
52,23,97.56525974326026,4,96,62,10,64,0
67,20,92.10076241443927,7,92,63,10,52,0
55,18,90.77629199194756,5,96,89,10,57,0
57,17,88.02967961564308,7,92,80,8,55,0
49,17,95.80042605166304,7,95,104,9,52,0
57,25,98.19493222189641,5,92,73,8,57,0
54,22,95.65005285413721,5,94,90,7,58,0
68,29,89.32198211529784,5,92,95,9,60,0
58,28,96.64246813522364,5,93,90,7,52,0
66,20,97.23471391388671,5,93,68,7,60,0
69,28,88.36808510633874,4,93,80,8,54,0
46,22,86.36986655905866,4,92,89,9,50,0
55,23,90.32237512781221,6,93,92,8,53,0
55,25,87.15225686497851,4,96,81,8,50,0
60,17,92.21607229598592,6,96,100,9,52,0
53,29,88.55826066669765,7,94,76,7,54,0
51,18,93.32696306720733,6,92,63,8,51,0
52,23,89.17896978653243,6,96,86,7,55,0
59,22,97.82540065494774,4,94,93,8,51,0
69,19,87.14865328285185,5,94,69,8,52,0
58,27,94.35573046266171,7,95,83,9,50,0
57,25,93.47706259023055,4,96,78,9,64,0
48,17,97.0351312956977,5,92,81,8,55,0
50,20,98.21864663541169,4,95,89,7,53,0
56,23,97.96362978316724,4,92,84,8,50,0
47,26,87.77539561263882,5,92,84,8,50,0
59,21,94.22678200654444,6,93,63,8,61,0
58,29,91.348731724686,6,96,62,10,53,0
54,20,89.79941716705018,4,95,86,8,51,0
62,28,88.55943436216457,7,92,71,10,64,0
65,27,93.52174978610506,4,96,64,7,62,0
58,29,89.10776927382658,6,93,86,9,58,0
59,22,92.09309732542107,7,94,65,7,64,0
47,23,89.46233636572369,4,96,98,10,60,0
53,24,97.3081691690126,7,93,104,8,62,0
58,18,87.90279267129216,5,94,83,8,56,0
45,25,92.32354101115031,5,94,94,7,53,0
53,17,89.254168597204,4,92,68,8,54,0
61,23,85.91734106081849,7,96,100,8,53,0
65,24,89.49241716860011,7,94,97,10,54,0
61,17,92.33436639013006,5,95,99,10,59,0
61,20,86.9062403065809,7,92,63,9,51,0
48,28,98.56702065629699,7,94,66,8,50,0
50,24,86.0667606939592,5,94,95,7,64,0
53,25,97.2366682027131,7,96,74,9,52,0
66,28,93.06052221915847,6,96,96,9,57,0
63,21,87.774543061713,6,95,94,9,53,0
48,19,93.37398973419998,6,93,89,8,51,0
56,24,86.32176949603884,6,93,79,7,56,0
62,20,98.80302717114617,4,92,97,7,56,0
49,16,93.70145145028017,4,94,79,10,58,0
69,21,94.28542080268438,4,95,100,7,56,0
46,18,85.76478172738597,5,92,93,10,57,0
67,17,89.34470983962348,7,94,96,9,56,0
68,18,85.79523715945545,5,94,90,7,64,0
69,18,92.61792227360868,5,94,72,10,57,0
65,26,90.08461743254242,5,96,63,8,52,0
50,29,96.46003127790809,6,96,97,8,60,0
48,17,93.78016730660434,6,94,100,8,58,0
46,19,88.80224546568017,4,92,72,8,59,0
61,26,88.68177710391763,7,95,75,9,50,0
58,27,86.83736656633735,4,93,87,10,57,0
56,20,89.094471334959,5,94,77,9,59,0
66,29,89.9332699080408,5,93,78,8,58,0
56,23,91.33140416987412,6,93,84,7,53,0
56,27,95.68932739329216,4,95,97,9,60,0
64,20,88.72882500495977,5,96,65,10,60,0
49,26,85.71188796236494,5,92,85,7,61,0
58,19,98.22106071607567,6,95,60,8,50,0
58,28,85.24345301525685,4,96,70,7,61,0
62,28,94.24768522724595,6,95,97,7,59,0
45,27,98.11462694107519,5,94,63,7,53,0
58,18,93.22509297326675,5,92,100,8,55,0
68,27,95.5417494254703,4,92,60,10,55,0
49,24,97.96113832577056,5,94,60,8,52,0
68,27,97.84948418522315,6,94,104,7,50,0
47,23,93.3994799512714,6,93,83,8,61,0
61,23,95.68594707452286,5,95,76,9,51,0
68,18,93.77620776718295,4,93,104,7,55,0
62,27,88.19862083570524,5,94,84,9,52,0
67,21,94.16160410261898,7,95,93,9,56,0
67,18,91.36666381810284,5,96,92,10,58,0
50,22,97.35438194242558,4,94,85,7,55,0
66,21,98.54037109409857,4,92,71,9,57,0
58,24,93.14006769641905,4,96,100,7,55,0
66,18,87.02379164297226,4,93,66,8,57,0
48,21,86.84523422189272,4,95,62,8,50,0
48,23,97.26183166788739,7,93,77,10,56,0
65,29,88.1344831910231,5,93,93,8,51,0
69,25,87.69632627796564,4,93,67,7,58,0
46,29,89.20640212753749,4,93,60,8,60,0
54,20,97.40419127653631,7,93,97,8,53,0
56,21,95.39168571701802,6,94,74,8,61,0
51,28,88.9512918067427,7,94,76,9,62,0
68,28,95.79072896103098,5,96,84,7,61,0
57,21,89.69678574510489,7,93,80,10,60,0
53,22,98.27635069084921,7,94,71,7,58,0
57,26,97.55490715722111,6,94,82,8,63,0
58,22,86.37357359135424,5,92,98,8,56,0
52,29,90.2689215160008,4,95,85,9,51,0
65,28,95.26824109375099,7,94,100,9,50,0
49,23,90.31721802946403,5,93,92,8,58,0
55,20,94.66240426042974,7,95,81,8,63,0
55,25,93.31711793683493,6,93,63,9,62,0
46,22,88.46211596248769,7,93,73,7,61,0
62,25,86.56804038996724,6,93,62,7,55,0
67,28,90.49883171451013,7,92,62,10,58,0
51,27,95.63987095118434,7,95,74,10,54,0
67,22,85.66776779183704,6,95,74,8,59,0
52,22,98.05003815475563,5,94,83,10,61,0
68,27,88.05721352671168,4,95,81,8,64,0
46,19,98.26451502291405,6,94,75,8,54,0
65,25,96.02989106207401,4,94,69,8,62,0
62,29,95.45327124497615,5,93,91,10,50,0
55,17,97.99108751817063,7,95,74,9,53,0
50,24,91.26975944409682,7,94,83,8,61,0
55,20,88.52311441751866,4,94,70,10,56,0
64,21,94.43830042879227,4,92,80,7,58,0
65,29,97.43937747988075,7,93,89,9,51,0
50,16,96.20921140895891,7,92,85,7,50,0
67,21,97.43710915156704,4,93,95,10,64,0
57,18,92.22613880923285,7,93,67,10,51,0
67,16,97.54688686140072,5,95,98,9,64,0
59,23,98.21944093577724,5,96,95,10,62,0
67,21,90.88162072229223,6,93,67,10,57,0
48,17,95.46785265637054,7,94,95,7,60,0
63,26,86.46684000607608,5,93,75,9,54,0
54,26,93.97973490417218,7,94,81,8,50,0
45,16,97.30846860302465,4,92,76,10,53,0
58,24,97.82416267214101,5,95,96,9,57,0
58,20,85.53231381206442,4,95,71,9,57,0
52,16,88.20983973045124,5,94,77,10,56,0
49,21,92.98620987397686,7,93,63,7,62,0
63,22,98.12302230521837,4,92,99,7,58,0
57,21,97.91358527472104,4,94,97,8,52,0
53,19,95.83234677429307,6,92,80,8,55,0
50,29,95.68321376132813,7,95,103,7,64,0
63,25,87.91939601094553,5,96,70,8,54,0
48,27,85.81878795966324,6,93,66,9,62,0
46,19,87.89316167666291,5,95,85,9,50,0
63,17,91.8157292527443,4,95,85,10,64,0
64,20,89.73721184530262,7,92,61,8,51,0
66,22,86.4062160324518,7,92,72,7,52,0
53,23,86.7502727162904,4,93,74,10,53,0
52,21,97.95028645455591,5,95,82,9,61,0
68,18,85.62771131289678,4,94,92,8,64,0
51,16,98.42705648092324,5,96,83,10,56,0
63,26,89.89574245817593,7,95,86,10,55,0
60,28,87.69296104510559,4,93,72,8,63,0
68,28,90.93403764054972,6,94,68,8,50,0
45,27,88.18605154061767,5,96,71,7,62,0
63,16,98.60388884902042,5,93,93,10,57,0
54,16,98.85230504694037,5,93,102,7,63,0
67,23,97.46800637290605,4,94,78,9,50,0
57,21,85.3038746134317,7,95,68,7,54,0
67,24,93.60533694478013,5,93,82,8,57,0
54,25,91.63841003458043,6,95,83,10,60,0
48,16,97.52942740913322,7,95,103,7,64,0
54,19,97.9049962522434,7,93,71,7,62,0
57,20,92.66855979725521,7,95,92,10,55,0
50,22,87.24284868247767,7,96,103,10,52,0
63,23,89.86652064715722,5,94,96,7,64,0
53,19,95.37993592484011,7,94,66,8,52,0
69,26,90.56321012117645,6,93,90,8,63,0
48,20,92.5297791278852,6,94,93,10,60,0
54,16,87.73915541885845,5,96,85,8,54,0
52,16,85.90245322895669,7,93,80,8,60,0
48,24,92.93076175099321,6,95,78,7,52,0
48,23,96.59563002683812,5,92,92,8,63,0
53,23,94.77016998074038,4,94,71,9,62,0
54,27,92.6290109289831,4,93,80,10,52,0
59,18,97.30204148754291,4,93,101,10,57,0
61,24,86.97188560832883,4,92,81,9,62,0
64,23,95.14912285319745,5,94,72,9,56,0
54,28,92.92676488920958,5,95,72,10,50,0
50,28,85.16692915903793,4,92,91,8,61,0
56,21,94.34612471080204,6,96,79,10,54,0
47,25,96.09114340482154,6,96,64,7,59,0
60,26,85.89036090262917,7,96,92,8,55,0
46,28,97.70638546720116,5,93,99,9,64,0
63,26,94.35063695016314,5,94,97,7,64,0
50,24,90.88872432731452,6,92,79,7,55,0
59,24,88.95117267357037,7,96,83,9,57,0
49,17,87.91780400634364,6,92,89,10,57,0
68,22,86.09549261454433,6,96,83,9,60,0
64,28,85.30340911324848,5,95,62,7,62,0
69,23,87.89506610469175,7,96,70,7,59,0
54,22,93.5716829220892,7,96,68,10,64,0
49,19,96.0418719078283,5,92,96,7,54,0
59,28,95.43179657056828,6,93,98,9,51,0
64,16,97.93923969828818,6,94,68,8,58,0
69,26,98.3857521048807,5,96,74,7,52,0
62,28,90.79891459725533,7,96,90,7,55,0
61,25,88.63287639354712,4,95,69,9,52,0
47,24,86.76986675994469,4,94,92,8,52,0
58,20,86.41061794669181,5,96,60,8,50,0
65,23,87.7333686720789,6,96,69,8,61,0
68,18,92.91184940201973,5,93,62,7,52,0
58,26,96.76816803483133,4,96,85,7,62,0
45,25,95.79077425195695,5,96,89,10,54,0
48,25,92.60928545248304,5,92,62,7,60,0
48,27,85.8124858152095,4,93,93,9,62,0
58,17,92.11227675340506,7,95,71,9,53,0
66,25,93.89493461919574,5,94,88,9,59,0
56,27,86.4869200528388,7,95,94,10,55,0
69,29,88.54008049391835,7,92,79,9,51,0
49,23,94.28564616315042,5,94,98,8,61,0
53,29,91.45556325970234,6,93,75,7,57,0
53,18,88.539996675287,4,94,91,7,56,0
46,16,92.01317667240193,6,94,60,8,64,0
59,21,94.93027960766995,5,94,76,7,58,0
61,26,86.9216679075641,7,96,64,8,52,0
60,29,94.29335310322828,7,95,89,7,63,0
64,17,89.37800362960644,6,95,104,8,57,0
66,25,98.1464605192256,5,92,102,8,60,0
50,21,98.23646385452265,6,94,87,9,62,0
59,17,95.96323498798557,4,93,88,8,50,0
49,18,89.09093060482762,7,93,90,10,63,0
68,17,97.3454870762943,4,93,72,10,57,0
52,21,97.76611435650018,5,94,103,8,58,0
60,29,91.47515034815245,6,94,72,8,57,0
55,22,88.64681816215179,7,95,71,9,54,0
53,20,93.55137187717874,6,96,63,8,60,0
61,29,96.86048573452177,5,92,102,7,55,0
68,29,98.20386543910818,5,92,75,7,56,0
46,24,89.45498338659515,4,94,75,8,60,0
48,21,89.10872256215339,6,94,67,9,60,0
53,25,94.05976652191714,5,95,82,7,63,0
67,18,90.31250814704006,5,93,85,8,61,0
49,27,92.63608436707261,5,93,90,7,50,0
48,22,93.19796076327019,4,94,98,9,64,0
66,21,89.46550047313859,7,96,99,9,58,0
67,27,91.9519142750431,4,93,97,7,56,0
48,21,90.08953203030467,6,93,91,7,56,0
65,21,96.68205330959799,7,94,103,7,50,0
68,21,87.98688836333764,4,95,80,7,50,0
61,23,97.22040432126397,7,92,70,8,60,0
68,28,96.44370148570462,4,96,94,7,53,0
45,26,90.80062609988764,5,95,71,7,56,0
57,25,97.52645117358495,5,93,70,9,56,0
53,24,93.36655120115866,6,92,89,7,50,0
66,18,85.46268552108762,6,94,63,8,55,0
45,16,97.47501188643017,6,93,60,7,53,0
46,19,96.72206986942544,7,92,101,7,51,0
59,29,91.48211121096381,7,96,86,10,59,0
47,23,92.93725370152701,5,93,63,9,52,0
55,28,94.30181164003784,4,94,77,9,54,0
57,19,88.44302289857706,7,95,75,8,53,0
69,17,96.58525735766015,5,93,91,9,51,0
68,28,92.36673032550165,7,95,69,7,60,0
57,27,93.96078949250062,7,93,69,7,57,0
58,26,94.7886692537946,6,96,92,7,61,0
61,17,92.20276686710933,6,96,63,9,58,0
64,22,91.8439626100981,6,93,61,9,58,0
46,19,92.16833940707224,6,95,101,7,61,0
61,27,92.01214800662373,6,94,78,8,57,0
56,19,95.74899041661104,7,92,96,7,60,0
63,18,98.09652251404223,4,95,61,9,63,0
52,25,85.14163370634027,7,92,91,8,51,0
57,19,91.94264938462204,7,93,84,8,58,0
69,24,95.43744741106158,7,95,99,10,56,0
56,18,90.66054428136603,5,93,91,10,57,0
50,27,87.43128168175636,7,93,72,8,58,0
60,28,96.13182737400518,5,95,104,10,60,0
48,16,95.18333456056209,4,92,91,9,52,0
53,19,94.16704408384322,7,95,83,10,52,0
60,16,97.19260426985488,5,95,77,7,60,0
54,19,97.14883765333076,4,92,103,10,61,0
47,19,93.4014132487572,4,96,72,9,61,0
53,23,96.2657932707006,6,94,93,8,60,0
53,23,95.27017850131392,4,93,80,7,64,0
45,20,95.66583205651042,4,95,103,7,52,0
57,19,87.78007102083565,7,94,85,9,50,0
62,27,87.89668796076421,7,95,63,7,53,0
49,21,93.59131034223695,7,94,88,7,59,0
49,21,96.48609601819254,4,93,63,10,52,0
55,27,95.51168157634865,4,95,101,9,62,0
67,23,93.50135916969215,7,92,95,10,57,0
69,17,88.30858199386037,6,92,62,10,50,0
51,19,86.64339486788958,4,96,101,10,62,0
62,26,98.82757869891667,5,94,104,8,51,0
60,19,91.61106334831614,4,94,65,10,51,0
59,22,97.85116646688266,4,93,77,10,57,0
50,18,87.75682333110069,7,94,64,7,54,0
63,17,87.39542152876199,7,94,72,10,52,0
46,27,97.16701084501175,6,92,96,10,54,0
51,26,88.36802271854665,6,93,72,9,56,0
57,16,87.5981158886828,6,92,66,9,53,0
64,16,95.47479613920692,4,95,79,8,56,0
58,23,88.47867443651757,5,94,93,9,57,0
68,17,89.61037164986026,5,95,75,8,63,0
63,26,85.47554711814495,4,93,95,8,53,0
58,16,97.84718242790022,6,93,61,10,53,0
67,18,93.03995129168456,5,96,83,7,55,0
69,20,95.91157477619194,7,92,104,9,63,0
54,19,98.82410614298185,6,93,84,8,60,0
67,20,96.31408772936969,4,92,97,9,50,0
46,25,96.58411592981169,7,96,64,7,54,0
56,25,85.31903291888267,6,92,64,8,64,0
