sr,rr,t,lm,bo,rem,hs,hr,sl
61.0,25.0,93.51073201756256,7.0,96.0,73.0,10.0,64.0,0
67.0,22.0,88.33783752727557,4.0,96.0,97.0,7.0,54.0,0
54.0,17.0,95.04460803815456,4.0,95.0,62.0,10.0,62.0,0
47.0,16.0,85.57832184488086,7.0,93.0,98.0,9.0,54.0,0
61.0,27.0,93.46630053679944,4.0,93.0,71.0,8.0,53.0,0
57.0,29.0,88.78184949594666,6.0,93.0,79.0,10.0,56.0,0
68.0,29.0,87.55071065728764,5.0,93.0,93.0,10.0,52.0,0
59.0,22.0,88.51078596551065,7.0,93.0,94.0,10.0,57.0,0
65.0,22.0,90.8496209522964,4.0,96.0,83.0,10.0,50.0,0
61.0,19.0,88.17871582267594,7.0,93.0,63.0,10.0,52.0,0
61.0,25.0,96.12057826992066,6.0,96.0,82.0,10.0,53.0,0
65.0,28.0,97.5042856985705,7.0,92.0,96.0,10.0,62.0,0
56.0,24.0,93.6545821487494,4.0,96.0,92.0,8.0,53.0,0
67.0,26.0,89.51921711775226,4.0,93.0,102.0,7.0,50.0,0
51.0,22.0,98.87551118988064,6.0,96.0,91.0,8.0,63.0,0
63.0,28.0,91.32620393570892,7.0,96.0,92.0,7.0,53.0,0
59.0,20.0,87.0843872168652,7.0,93.0,99.0,10.0,54.0,0
69.0,20.0,86.2696783209706,5.0,95.0,76.0,7.0,58.0,0
51.0,24.0,86.69884255578222,4.0,96.0,70.0,7.0,62.0,0
54.0,21.0,88.85159496433903,4.0,94.0,86.0,9.0,57.0,0
56.0,25.0,87.42560958419793,7.0,96.0,94.0,9.0,63.0,0
51.0,20.0,86.2934583459502,7.0,95.0,104.0,8.0,55.0,0
54.0,29.0,93.05199060368471,7.0,94.0,91.0,9.0,55.0,0
67.0,22.0,90.32727184025416,6.0,94.0,76.0,7.0,56.0,0
65.0,24.0,97.60134541261348,6.0,94.0,96.0,9.0,64.0,0
67.0,24.0,94.93307538903122,4.0,96.0,81.0,8.0,63.0,0
47.0,16.0,86.28995569144296,5.0,96.0,75.0,8.0,53.0,0
63.0,28.0,90.28853628550888,4.0,92.0,76.0,7.0,61.0,0
51.0,19.0,90.50025680862612,5.0,94.0,60.0,7.0,51.0,0
45.0,26.0,98.03473458777437,7.0,96.0,97.0,8.0,59.0,0
57.0,16.0,90.611923976085,5.0,93.0,67.0,7.0,51.0,0
66.0,20.0,88.29358799223706,4.0,96.0,90.0,10.0,51.0,0
66.0,24.0,93.16625966625418,4.0,92.0,101.0,7.0,51.0,0
54.0,19.0,92.78333334412724,4.0,96.0,86.0,8.0,53.0,0
59.0,27.0,96.70734092044133,5.0,95.0,96.0,8.0,56.0,0
65.0,21.0,87.02331026408058,4.0,92.0,87.0,10.0,56.0,0
50.0,25.0,92.0827642276513,5.0,95.0,61.0,8.0,61.0,0
63.0,21.0,91.25963382463158,7.0,94.0,75.0,8.0,58.0,0
48.0,20.0,90.74633671301017,4.0,96.0,100.0,9.0,61.0,0
55.0,29.0,92.73147274292356,6.0,96.0,80.0,10.0,58.0,0
53.0,27.0,90.1475976549483,4.0,95.0,87.0,8.0,63.0,0
65.0,29.0,89.6376216822209,4.0,96.0,84.0,8.0,58.0,0
55.0,21.0,90.98932662888224,5.0,92.0,70.0,8.0,60.0,0
56.0,19.0,87.53885752857704,5.0,95.0,100.0,8.0,61.0,0
60.0,20.0,89.87620454231431,5.0,92.0,71.0,7.0,60.0,0
62.0,19.0,86.88323125769891,7.0,94.0,72.0,9.0,64.0,0
48.0,18.0,87.72128830486348,4.0,92.0,84.0,8.0,54.0,0
58.0,23.0,97.51252292924777,6.0,95.0,64.0,10.0,63.0,0
53.0,18.0,86.6520198644644,6.0,96.0,102.0,10.0,61.0,0
69.0,29.0,91.11041420750152,4.0,95.0,92.0,8.0,57.0,0
58.0,29.0,97.7909291457526,4.0,96.0,67.0,9.0,60.0,0
55.0,21.0,98.92515254762088,4.0,96.0,91.0,9.0,59.0,0
63.0,26.0,93.85464525319054,4.0,95.0,90.0,8.0,63.0,0
49.0,25.0,85.0210003683661,4.0,95.0,95.0,10.0,56.0,0
49.0,18.0,97.82535625491872,6.0,95.0,94.0,10.0,61.0,0
56.0,26.0,95.55147827449596,5.0,92.0,72.0,10.0,58.0,0
52.0,19.0,95.9348669589012,5.0,93.0,78.0,9.0,64.0,0
66.0,16.0,91.59964559519744,7.0,94.0,63.0,8.0,59.0,0
50.0,27.0,87.43687025605463,7.0,93.0,84.0,9.0,55.0,0
59.0,28.0,95.2778899720376,5.0,94.0,64.0,10.0,61.0,0
69.0,20.0,89.41545447074476,4.0,96.0,62.0,9.0,51.0,0
65.0,19.0,92.28091837389954,4.0,92.0,65.0,9.0,61.0,0
67.0,23.0,87.65033221055394,4.0,92.0,61.0,8.0,58.0,0
49.0,23.0,88.64189179840234,4.0,92.0,91.0,9.0,50.0,0
57.0,29.0,86.44920112568224,4.0,96.0,63.0,7.0,64.0,0
63.0,19.0,93.51998836506776,5.0,92.0,85.0,8.0,55.0,0
53.0,27.0,93.88440163044508,5.0,93.0,74.0,9.0,56.0,0
47.0,24.0,94.14282407674544,7.0,95.0,74.0,7.0,56.0,0
45.0,16.0,86.079856987996,6.0,96.0,89.0,7.0,51.0,0
68.0,16.0,98.9634946262698,6.0,94.0,74.0,8.0,50.0,0
50.0,17.0,90.689615465803,7.0,92.0,67.0,10.0,54.0,0
63.0,20.0,87.54190464219177,6.0,93.0,82.0,7.0,55.0,0
57.0,27.0,97.53379241744597,5.0,95.0,90.0,9.0,51.0,0
48.0,17.0,85.0978722955068,4.0,95.0,74.0,7.0,55.0,0
48.0,28.0,98.56131565107576,4.0,93.0,100.0,7.0,62.0,0
52.0,29.0,94.11001219029366,5.0,93.0,90.0,8.0,62.0,0
54.0,29.0,88.33485407462393,5.0,92.0,88.0,8.0,58.0,0
49.0,26.0,88.99750167168345,5.0,94.0,85.0,8.0,58.0,0
60.0,21.0,98.2856185872219,6.0,96.0,99.0,8.0,58.0,0
65.0,22.0,93.23003256285456,5.0,95.0,70.0,8.0,50.0,0
60.0,18.0,97.14957853061392,4.0,93.0,96.0,7.0,50.0,0
56.0,27.0,96.1757289448077,5.0,93.0,103.0,10.0,62.0,0
58.0,16.0,91.52062872287708,4.0,95.0,64.0,9.0,53.0,0
56.0,25.0,92.0061969528582,7.0,92.0,60.0,9.0,64.0,0
58.0,22.0,98.28314725792958,7.0,95.0,99.0,7.0,61.0,0
68.0,27.0,93.74948380330008,7.0,95.0,91.0,10.0,50.0,0
54.0,20.0,88.19359852861358,5.0,96.0,91.0,9.0,52.0,0
46.0,23.0,93.73249956640412,6.0,96.0,96.0,8.0,64.0,0
46.0,17.0,91.90809711519432,7.0,96.0,91.0,7.0,60.0,0
53.0,17.0,86.94692153771818,7.0,92.0,89.0,9.0,58.0,0
49.0,20.0,92.80161596293222,4.0,93.0,92.0,8.0,62.0,0
61.0,19.0,87.50258062056373,4.0,96.0,86.0,10.0,59.0,0
64.0,20.0,87.54324226273248,6.0,94.0,102.0,7.0,57.0,0
58.0,23.0,96.09815200267175,5.0,92.0,73.0,7.0,50.0,0
66.0,19.0,87.73274128032462,7.0,93.0,83.0,8.0,51.0,0
60.0,16.0,95.9102986622873,5.0,95.0,63.0,8.0,50.0,0
51.0,25.0,88.26126726020215,7.0,94.0,82.0,8.0,63.0,0
51.0,27.0,85.29799049373807,5.0,96.0,97.0,10.0,62.0,0
46.0,25.0,87.76352712563363,7.0,94.0,68.0,8.0,60.0,0
49.0,16.0,88.86024187566808,6.0,94.0,71.0,8.0,50.0,0
66.0,16.0,86.41576490612741,7.0,95.0,66.0,8.0,62.0,0
48.0,27.0,88.47398463182023,5.0,94.0,104.0,8.0,58.0,0
61.0,20.0,91.26746404676138,4.0,95.0,76.0,8.0,54.0,0
54.0,18.0,96.66631246790114,4.0,95.0,65.0,7.0,55.0,0
59.0,24.0,98.21004472795694,5.0,96.0,95.0,10.0,64.0,0
53.0,25.0,89.38559815954794,6.0,96.0,67.0,8.0,59.0,0
52.0,28.0,85.25719138034692,7.0,96.0,83.0,10.0,63.0,0
53.0,27.0,95.36807647903504,5.0,93.0,83.0,7.0,51.0,0
67.0,24.0,95.14969344906656,6.0,92.0,100.0,8.0,63.0,0
54.0,29.0,88.85881244650759,7.0,94.0,61.0,7.0,52.0,0
45.0,23.0,92.34597128018672,5.0,94.0,104.0,7.0,53.0,0
61.0,29.0,89.16168771593652,6.0,95.0,84.0,9.0,54.0,0
57.0,17.0,92.77709998004572,7.0,94.0,73.0,8.0,63.0,0
69.0,25.0,94.29071208399957,5.0,93.0,100.0,9.0,60.0,0
46.0,17.0,98.52050670241408,5.0,93.0,65.0,8.0,54.0,0
46.0,23.0,90.30232531067176,5.0,92.0,63.0,8.0,56.0,0
69.0,29.0,95.93070902304726,5.0,96.0,95.0,9.0,54.0,0
66.0,20.0,91.95756099356576,4.0,94.0,82.0,8.0,57.0,0
53.0,19.0,94.03669359546484,6.0,94.0,85.0,8.0,55.0,0
59.0,29.0,86.03779507985905,4.0,92.0,67.0,7.0,57.0,0
63.0,23.0,94.06176399449468,7.0,92.0,70.0,9.0,54.0,0
65.0,26.0,88.86980523128153,4.0,96.0,96.0,8.0,57.0,0
66.0,25.0,87.08556227089643,4.0,94.0,85.0,7.0,55.0,0
61.0,20.0,91.2617552526766,7.0,94.0,94.0,9.0,59.0,0
49.0,26.0,91.28515558007513,6.0,92.0,72.0,8.0,63.0,0
52.0,24.0,96.37598376649755,4.0,96.0,63.0,8.0,61.0,0
65.0,25.0,98.02639553833497,6.0,94.0,91.0,8.0,63.0,0
50.0,23.0,88.48138975437779,5.0,95.0,85.0,10.0,51.0,0
57.0,20.0,85.26917543163275,4.0,94.0,63.0,10.0,64.0,0
46.0,27.0,97.88848143778792,5.0,93.0,65.0,7.0,51.0,0
49.0,21.0,98.29717535130663,4.0,92.0,60.0,9.0,57.0,0
69.0,16.0,91.57777501035876,4.0,92.0,102.0,7.0,55.0,0
48.0,23.0,93.52860460174138,6.0,92.0,78.0,8.0,51.0,0
46.0,24.0,91.5366879041432,5.0,94.0,102.0,10.0,53.0,0
46.0,17.0,89.7809386169721,5.0,93.0,82.0,8.0,62.0,0
45.0,20.0,85.47008236818186,7.0,95.0,69.0,9.0,60.0,0
49.0,18.0,97.85842734881724,4.0,96.0,71.0,7.0,53.0,0
68.0,25.0,88.27028238059921,5.0,95.0,91.0,9.0,54.0,0
46.0,18.0,96.0264793423386,4.0,92.0,96.0,9.0,57.0,0
52.0,28.0,96.73569075172092,4.0,94.0,73.0,10.0,58.0,0
45.0,28.0,85.00198240961447,6.0,93.0,69.0,10.0,55.0,0
54.0,16.0,91.73989148231766,6.0,95.0,83.0,7.0,54.0,0
51.0,20.0,95.17485738608796,4.0,96.0,90.0,9.0,55.0,0
52.0,25.0,98.56737552521116,4.0,94.0,70.0,8.0,61.0,0
57.0,19.0,90.99533211536163,4.0,93.0,83.0,9.0,56.0,0
57.0,20.0,91.96853315112298,4.0,94.0,80.0,10.0,53.0,0
62.0,21.0,91.96022791065744,7.0,94.0,101.0,10.0,52.0,0
46.0,26.0,94.85854995853408,7.0,94.0,68.0,8.0,60.0,0
48.0,16.0,88.46107331544437,6.0,96.0,67.0,8.0,63.0,0
64.0,22.0,96.33446778234948,5.0,94.0,96.0,8.0,63.0,0
51.0,22.0,89.14834813453682,5.0,95.0,101.0,8.0,64.0,0
47.0,16.0,93.1922551400756,5.0,94.0,75.0,9.0,57.0,0
49.0,27.0,87.12276397423153,6.0,93.0,79.0,7.0,57.0,0
66.0,16.0,89.7986251498982,6.0,92.0,79.0,7.0,51.0,0
66.0,21.0,85.6274511998351,6.0,93.0,77.0,7.0,60.0,0
53.0,28.0,87.25064461179433,6.0,94.0,100.0,10.0,61.0,0
66.0,26.0,90.82494316559934,4.0,93.0,94.0,9.0,61.0,0
49.0,28.0,92.9069849203382,7.0,93.0,95.0,10.0,56.0,0
48.0,19.0,90.00553940674409,7.0,95.0,90.0,8.0,59.0,0
47.0,27.0,87.08133534897864,7.0,95.0,75.0,10.0,63.0,0
50.0,29.0,95.77452965863031,4.0,92.0,76.0,10.0,50.0,0
59.0,20.0,88.01296149786464,5.0,94.0,65.0,10.0,52.0,0
60.0,17.0,87.74090430572197,5.0,96.0,96.0,10.0,62.0,0
67.0,26.0,91.15441771479476,6.0,93.0,77.0,10.0,51.0,0
54.0,18.0,93.9305196673936,5.0,94.0,77.0,7.0,50.0,0
66.0,18.0,92.2238873049414,7.0,94.0,62.0,7.0,64.0,0
48.0,25.0,92.6584591728972,6.0,92.0,99.0,8.0,64.0,0
53.0,24.0,93.5874112192718,6.0,93.0,102.0,10.0,55.0,0
45.0,29.0,90.16585578270724,5.0,94.0,92.0,7.0,60.0,0
46.0,21.0,93.45873425637824,5.0,94.0,91.0,9.0,57.0,0
48.0,16.0,97.19889571995758,6.0,96.0,85.0,9.0,59.0,0
50.0,24.0,93.69335155362832,6.0,94.0,97.0,10.0,62.0,0
64.0,27.0,88.8774542430669,7.0,95.0,98.0,8.0,50.0,0
62.0,19.0,93.25024453720008,6.0,93.0,72.0,9.0,56.0,0
55.0,20.0,88.40762370370885,4.0,93.0,74.0,7.0,61.0,0
60.0,18.0,86.4706891430582,5.0,96.0,90.0,8.0,63.0,0
45.0,21.0,85.13246892758329,4.0,94.0,78.0,10.0,52.0,0
61.0,22.0,91.80002490417564,4.0,96.0,75.0,10.0,60.0,0
53.0,25.0,92.97656707410384,7.0,92.0,95.0,10.0,54.0,0
49.0,16.0,88.16523954689039,4.0,94.0,72.0,9.0,53.0,0
52.0,25.0,97.33251226725416,5.0,95.0,72.0,9.0,62.0,0
51.0,28.0,92.86913111391014,6.0,93.0,82.0,7.0,64.0,0
45.0,26.0,93.54252069876736,7.0,92.0,89.0,8.0,60.0,0
45.0,22.0,88.54713678744788,7.0,92.0,67.0,8.0,56.0,0
56.0,29.0,87.70157423838026,4.0,92.0,103.0,7.0,61.0,0
48.0,17.0,89.48855779175229,5.0,93.0,84.0,7.0,52.0,0
56.0,21.0,92.59243304682012,6.0,93.0,102.0,7.0,56.0,0
51.0,16.0,86.42952729807925,6.0,94.0,102.0,9.0,50.0,0
62.0,28.0,94.36242069147336,6.0,95.0,73.0,9.0,58.0,0
59.0,16.0,94.2782297524708,6.0,92.0,103.0,10.0,62.0,0
62.0,19.0,87.55315175677967,7.0,92.0,94.0,10.0,62.0,0
48.0,17.0,92.65879732918548,5.0,95.0,65.0,10.0,62.0,0
68.0,26.0,86.47771486687091,6.0,95.0,95.0,10.0,63.0,0
51.0,21.0,92.00711259693436,4.0,96.0,87.0,10.0,61.0,0
57.0,29.0,98.85961411430934,7.0,96.0,60.0,10.0,59.0,0
49.0,17.0,87.48024323342237,5.0,94.0,98.0,7.0,52.0,0
63.0,20.0,85.76969248136301,4.0,95.0,74.0,10.0,57.0,0
54.0,16.0,89.5353743622186,4.0,96.0,75.0,7.0,56.0,0
52.0,20.0,93.05346178986323,6.0,92.0,90.0,9.0,57.0,0
51.0,18.0,96.71300688252742,6.0,95.0,83.0,10.0,59.0,0
68.0,17.0,98.56482468678456,5.0,96.0,71.0,8.0,58.0,0
45.0,18.0,85.68488927708874,6.0,93.0,92.0,10.0,53.0,0
54.0,27.0,94.66489739643376,4.0,93.0,67.0,10.0,54.0,0
46.0,26.0,90.92798094968016,5.0,96.0,75.0,7.0,59.0,0
61.0,22.0,88.13561806091963,7.0,92.0,69.0,10.0,54.0,0
49.0,23.0,87.13145262270089,5.0,93.0,76.0,7.0,61.0,0
53.0,28.0,91.49400623453704,7.0,95.0,69.0,9.0,63.0,0
61.0,18.0,90.77956315977626,5.0,96.0,86.0,8.0,63.0,0
57.0,20.0,92.991061470919,6.0,96.0,92.0,8.0,53.0,0
45.0,19.0,93.93687781142428,5.0,96.0,95.0,7.0,58.0,0
51.0,16.0,85.24659719728113,4.0,95.0,98.0,7.0,55.0,0
62.0,20.0,93.27811341856304,4.0,96.0,98.0,9.0,62.0,0
61.0,22.0,90.18299137068136,5.0,95.0,80.0,10.0,53.0,0
63.0,19.0,96.48531565655556,5.0,96.0,104.0,8.0,53.0,0
69.0,18.0,94.4689670457322,7.0,92.0,89.0,9.0,59.0,0
53.0,18.0,97.37907824324574,5.0,94.0,97.0,7.0,53.0,0
60.0,27.0,90.51713013608828,5.0,93.0,104.0,9.0,60.0,0
62.0,29.0,86.80011425835094,5.0,94.0,66.0,9.0,64.0,0
47.0,26.0,98.526682954716,5.0,92.0,99.0,7.0,62.0,0
62.0,29.0,87.03021085797256,6.0,96.0,100.0,8.0,62.0,0
60.0,28.0,89.3886769477586,7.0,94.0,91.0,10.0,55.0,0
56.0,21.0,85.89685036839555,4.0,92.0,60.0,8.0,50.0,0
48.0,26.0,94.67361727629594,4.0,96.0,64.0,9.0,63.0,0
61.0,28.0,89.22305048047447,5.0,92.0,95.0,8.0,52.0,0
63.0,17.0,93.99799009213612,6.0,94.0,71.0,7.0,57.0,0
58.0,26.0,87.01975244842357,7.0,92.0,72.0,9.0,64.0,0
47.0,20.0,96.597909292249,4.0,96.0,77.0,10.0,62.0,0
52.0,21.0,89.51131014998995,7.0,92.0,75.0,9.0,63.0,0
49.0,21.0,90.95533525157832,7.0,92.0,61.0,9.0,55.0,0
47.0,18.0,89.52086861080853,6.0,93.0,94.0,10.0,58.0,0
66.0,23.0,90.30974192852943,7.0,95.0,67.0,8.0,57.0,0
58.0,19.0,85.22666992250127,4.0,95.0,88.0,7.0,63.0,0
65.0,20.0,86.05667718788636,4.0,94.0,66.0,7.0,59.0,0
48.0,18.0,88.70755969710532,4.0,93.0,97.0,9.0,58.0,0
56.0,18.0,94.1363408719428,5.0,94.0,86.0,7.0,59.0,0
49.0,19.0,92.19029336153363,6.0,96.0,73.0,8.0,57.0,0
56.0,21.0,91.05894313321257,4.0,95.0,75.0,7.0,55.0,0
62.0,20.0,92.66607288597608,4.0,92.0,104.0,7.0,50.0,0
48.0,18.0,85.0920049669329,7.0,96.0,66.0,7.0,57.0,0
64.0,20.0,97.29134278457924,7.0,95.0,77.0,7.0,64.0,0
69.0,21.0,85.61939591390603,7.0,92.0,76.0,8.0,53.0,0
59.0,17.0,85.19044066912573,4.0,92.0,86.0,8.0,64.0,0
68.0,18.0,95.9045302341382,5.0,96.0,102.0,9.0,59.0,0
67.0,17.0,93.27453427590336,7.0,92.0,94.0,8.0,58.0,0
45.0,26.0,88.26397348405783,4.0,95.0,85.0,10.0,60.0,0
61.0,22.0,88.9696984528045,4.0,92.0,88.0,10.0,59.0,0
46.0,22.0,86.70790857764378,7.0,95.0,86.0,10.0,60.0,0
57.0,18.0,89.51785724980326,6.0,95.0,71.0,10.0,53.0,0
50.0,28.0,93.51132070075492,5.0,93.0,82.0,7.0,61.0,0
51.0,25.0,92.41340324028376,5.0,94.0,77.0,7.0,53.0,0
58.0,18.0,96.43282892976032,6.0,93.0,90.0,8.0,53.0,0
48.0,22.0,92.22406699961338,4.0,92.0,68.0,7.0,59.0,0
47.0,28.0,89.33047255392131,7.0,92.0,93.0,10.0,53.0,0
64.0,16.0,92.26978311808575,7.0,92.0,68.0,9.0,52.0,0
60.0,19.0,98.58914581770546,6.0,92.0,74.0,7.0,55.0,0
56.0,29.0,90.99040225210288,6.0,95.0,94.0,10.0,60.0,0
66.0,17.0,90.43924034522972,5.0,93.0,87.0,10.0,60.0,0
50.0,25.0,89.49346589158579,6.0,95.0,64.0,10.0,50.0,0
56.0,27.0,85.97376885686008,6.0,96.0,100.0,9.0,52.0,0
65.0,23.0,90.6491935254668,4.0,94.0,62.0,10.0,57.0,0
46.0,18.0,96.54449252045929,7.0,96.0,85.0,9.0,57.0,0
63.0,22.0,87.0634973200646,7.0,92.0,78.0,7.0,54.0,0
69.0,27.0,86.1030849385436,6.0,96.0,97.0,8.0,64.0,0
50.0,18.0,90.53660603644688,4.0,93.0,72.0,10.0,52.0,0
68.0,22.0,93.70291785002053,7.0,93.0,104.0,9.0,50.0,0
57.0,28.0,87.85090793036679,6.0,92.0,104.0,9.0,51.0,0
54.0,20.0,90.57982187434747,5.0,96.0,77.0,7.0,60.0,0
53.0,29.0,93.22848319282036,4.0,93.0,60.0,8.0,52.0,0
48.0,19.0,90.0087545251682,6.0,95.0,85.0,10.0,61.0,0
56.0,19.0,86.7414039388472,6.0,95.0,73.0,7.0,63.0,0
50.0,20.0,95.88490190063688,7.0,93.0,69.0,10.0,59.0,0
65.0,22.0,97.88777849332408,4.0,93.0,64.0,10.0,53.0,0
50.0,29.0,93.12269735525906,7.0,96.0,102.0,9.0,56.0,0
59.0,19.0,96.72820922843702,4.0,93.0,91.0,10.0,61.0,0
61.0,20.0,89.78577126074971,4.0,96.0,96.0,8.0,53.0,0
49.0,17.0,94.75728846205725,6.0,95.0,93.0,10.0,57.0,0
47.0,20.0,88.92321837304401,5.0,94.0,84.0,7.0,62.0,0
64.0,22.0,96.91527932554747,6.0,96.0,65.0,7.0,57.0,0
50.0,21.0,91.69088630013825,5.0,95.0,75.0,8.0,58.0,0
57.0,21.0,90.96629765939858,7.0,92.0,90.0,9.0,58.0,0
59.0,20.0,94.53721898837384,7.0,96.0,69.0,7.0,61.0,0
64.0,23.0,91.45522140906655,7.0,95.0,74.0,9.0,53.0,0
49.0,28.0,98.54914722646778,6.0,94.0,100.0,7.0,55.0,0
50.0,21.0,94.28325930954,7.0,94.0,68.0,8.0,57.0,0
53.0,23.0,85.61087410098786,7.0,96.0,79.0,7.0,60.0,0
68.0,25.0,88.91227478236355,7.0,92.0,99.0,10.0,52.0,0
63.0,21.0,86.41601773421966,5.0,94.0,99.0,8.0,55.0,0
59.0,29.0,97.52572821400696,7.0,96.0,104.0,7.0,62.0,0
54.0,19.0,93.84218764232052,5.0,96.0,80.0,7.0,57.0,0
54.0,26.0,94.48978687896413,5.0,96.0,81.0,7.0,57.0,0
49.0,19.0,91.73256937368843,7.0,94.0,90.0,8.0,57.0,0
47.0,17.0,93.37476890057096,5.0,92.0,63.0,10.0,60.0,0
66.0,23.0,89.57996669875466,4.0,93.0,104.0,8.0,52.0,0
66.0,16.0,94.02726268950424,6.0,94.0,76.0,7.0,61.0,0
59.0,17.0,91.54983322521971,7.0,93.0,65.0,7.0,50.0,0
69.0,19.0,93.07685960358008,5.0,94.0,89.0,9.0,64.0,0
50.0,22.0,87.15820914855523,5.0,93.0,81.0,8.0,52.0,0
55.0,26.0,86.22286644023399,7.0,94.0,78.0,7.0,53.0,0
54.0,29.0,97.6033078243018,4.0,92.0,96.0,7.0,58.0,0
66.0,20.0,92.89557148946449,6.0,94.0,103.0,8.0,50.0,0
50.0,25.0,93.46215588046468,4.0,96.0,88.0,9.0,64.0,0
65.0,22.0,85.36801583295778,5.0,93.0,96.0,8.0,52.0,0
65.0,21.0,88.81842194002779,6.0,95.0,64.0,7.0,59.0,0
61.0,16.0,85.76891710155422,6.0,96.0,82.0,8.0,50.0,0
58.0,19.0,97.924730592686,5.0,92.0,103.0,9.0,56.0,0
68.0,19.0,95.16794460768362,4.0,96.0,97.0,7.0,56.0,0
53.0,17.0,92.96068888803384,5.0,93.0,77.0,10.0,55.0,0
46.0,17.0,87.756630602987,4.0,96.0,73.0,9.0,61.0,0
45.0,21.0,96.53594554164115,6.0,93.0,94.0,10.0,56.0,0
58.0,18.0,94.44859188712644,6.0,95.0,102.0,8.0,59.0,0
66.0,27.0,90.04017736069711,7.0,93.0,81.0,10.0,51.0,0
62.0,25.0,87.61765398534475,4.0,96.0,87.0,7.0,58.0,0
56.0,21.0,89.3494051505129,7.0,95.0,104.0,10.0,54.0,0
61.0,19.0,89.26362194408702,6.0,94.0,85.0,9.0,63.0,0
62.0,16.0,86.36167091100448,4.0,93.0,87.0,8.0,56.0,0
67.0,17.0,93.13963393898106,6.0,93.0,62.0,7.0,61.0,0
45.0,24.0,91.1797682518662,4.0,93.0,73.0,10.0,62.0,0
67.0,24.0,86.24861735809263,4.0,93.0,88.0,10.0,55.0,0
59.0,18.0,97.28294444813304,4.0,93.0,71.0,7.0,52.0,0
56.0,23.0,96.5392104041794,7.0,96.0,92.0,9.0,50.0,0
65.0,20.0,92.1584571839012,4.0,93.0,80.0,10.0,61.0,0
61.0,21.0,97.93595166173117,4.0,95.0,65.0,10.0,55.0,0
45.0,19.0,98.12329271012533,4.0,96.0,73.0,7.0,56.0,0
66.0,27.0,93.46829903714313,5.0,96.0,92.0,10.0,57.0,0
62.0,21.0,91.82735634743642,5.0,93.0,61.0,10.0,51.0,0
58.0,21.0,96.784964569303,6.0,96.0,70.0,10.0,55.0,0
49.0,20.0,96.92476312841116,7.0,95.0,103.0,7.0,52.0,0
68.0,28.0,98.65274459512524,6.0,96.0,71.0,7.0,57.0,0
52.0,16.0,89.5038048703122,7.0,96.0,62.0,8.0,55.0,0
54.0,16.0,91.0903197285488,4.0,93.0,69.0,8.0,50.0,0
65.0,28.0,88.9685992515442,5.0,96.0,77.0,9.0,50.0,0
61.0,25.0,86.66803246331123,6.0,94.0,80.0,10.0,50.0,0
67.0,16.0,96.60524197863587,4.0,96.0,91.0,8.0,62.0,0
56.0,25.0,98.25971218109476,7.0,95.0,75.0,9.0,58.0,0
68.0,23.0,88.9153441971094,6.0,94.0,87.0,9.0,59.0,0
54.0,27.0,95.17537006365114,7.0,94.0,101.0,10.0,55.0,0
48.0,21.0,94.45262802394916,4.0,95.0,102.0,8.0,63.0,0
49.0,29.0,98.60727160675565,7.0,93.0,81.0,9.0,50.0,0
50.0,23.0,96.58960437350686,7.0,93.0,62.0,9.0,50.0,0
45.0,25.0,86.77191512578237,6.0,93.0,79.0,8.0,57.0,0
45.0,26.0,93.70808891099972,7.0,92.0,89.0,7.0,51.0,0
56.0,21.0,96.29881595943888,6.0,96.0,83.0,10.0,56.0,0
67.0,27.0,87.84772337855412,4.0,96.0,93.0,9.0,52.0,0
45.0,16.0,91.13801110269512,4.0,93.0,94.0,7.0,62.0,0
54.0,24.0,87.472929710116,4.0,95.0,61.0,8.0,53.0,0
58.0,17.0,85.57218350498137,5.0,93.0,79.0,8.0,64.0,0
69.0,28.0,97.62500962440149,4.0,96.0,86.0,7.0,60.0,0
51.0,22.0,93.83287634444522,7.0,96.0,86.0,10.0,53.0,0
57.0,26.0,86.67755819890509,4.0,94.0,74.0,8.0,55.0,0
54.0,20.0,90.7858484136794,7.0,93.0,76.0,10.0,59.0,0
54.0,24.0,96.97263399916486,5.0,95.0,103.0,7.0,57.0,0
62.0,26.0,89.71759664800216,5.0,95.0,63.0,8.0,62.0,0
55.0,23.0,86.87507532067407,4.0,96.0,65.0,10.0,51.0,0
61.0,28.0,92.64517832958332,4.0,93.0,78.0,10.0,54.0,0
68.0,21.0,92.08875901669448,6.0,94.0,101.0,9.0,61.0,0
68.0,28.0,91.19705761544756,5.0,95.0,84.0,7.0,51.0,0
59.0,27.0,98.59344613589526,4.0,94.0,64.0,9.0,58.0,0
62.0,25.0,94.24543135131552,4.0,93.0,94.0,8.0,50.0,0
54.0,16.0,86.9757117080804,6.0,95.0,88.0,8.0,61.0,0
58.0,21.0,96.2621575032236,4.0,95.0,62.0,8.0,54.0,0
63.0,28.0,87.65625984674197,5.0,94.0,66.0,10.0,55.0,0
57.0,20.0,97.86875492352884,7.0,96.0,88.0,10.0,56.0,0
69.0,19.0,85.0556795215643,7.0,93.0,84.0,7.0,55.0,0
56.0,24.0,85.5370704173715,7.0,92.0,103.0,9.0,51.0,0
62.0,18.0,98.09628407766915,4.0,96.0,91.0,8.0,51.0,0
60.0,19.0,88.8539702748561,4.0,92.0,97.0,10.0,63.0,0
65.0,23.0,86.01101396129906,6.0,93.0,102.0,10.0,52.0,0
52.0,25.0,92.18539341892006,5.0,94.0,89.0,7.0,51.0,0
